timestamp_utc,vessel_name,mmsi,imo,latitude,longitude,sog_knots,cog_deg,heading_deg,data_source,source_type
2018-01-05 02:46:00,SANCHI,356137000,9356608,25.274,123.104167,12.5,20.0,,MyShipTracking historical AIS record,AIS
2018-01-06 11:39:46.23,CF CRYSTAL,,9497050,30.880975,124.99256333333334,13.2,217.0,220.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:40:16.55,CF CRYSTAL,,9497050,30.879543333333334,124.99122,13.2,220.0,221.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:41:36.42,CF CRYSTAL,,9497050,30.875831666666667,124.98751166666666,13.2,221.0,223.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:43:46.55,CF CRYSTAL,,9497050,30.870001666666667,124.98115666666666,13.3,223.0,225.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:45:15.61,CF CRYSTAL,,9497050,30.86604833333333,124.97666166666667,13.4,226.0,226.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:47:46.55,CF CRYSTAL,,9497050,30.859368333333332,124.96887,13.6,226.0,226.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:48:46.55,CF CRYSTAL,,9497050,30.85673166666667,124.965745,13.6,226.0,226.0,Hong Kong Marine Department investigation Annex I,AIS
2018-01-06 11:49:46.55,CF CRYSTAL,,9497050,30.854095,124.96259333333333,13.6,225.0,226.0,Hong Kong Marine Department investigation Annex I,AIS
